Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2019-01-31T10:00:02+0000,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,How Iran’s Greatest Director Makes Art of Moral Ambiguity,The Universalist,
2018-12-30T07:59:08+0000,"When an Israeli soldier killed Rouzan al-Najjar, Palestinians called her an innocent martyr. Israel portrayed her as a threat. The truth is more complicated.","When an Israeli soldier killed Rouzan al-Najjar, Palestinians called her an innocent martyr. Israel portrayed her as a threat. The truth is more complicated.","A Day, a Life: When a Medic Was Killed in Gaza, Was It an Accident?","A Conflict, and a Life, Laid Bare by a Bullet",
2019-02-12T10:00:03+0000,Two European entrepreneurs want to remove carbon from the air at prices cheap enough to matter.,Two European entrepreneurs want to remove carbon from the air at prices cheap enough to matter.,The Tiny Swiss Company That Thinks It Can Help Stop Climate Change,The Carbon Chase,
2019-01-29T10:00:04+0000,"After decades of resistance to sports gambling, team owners and state officials are laying the groundwork for it — with potentially huge implications.","After decades of resistance to sports gambling, team owners and state officials are laying the groundwork for it — with potentially huge implications.","Will Sports Betting Transform How Games Are Watched, and Even Played?",Bet on It,
2018-11-15T05:03:27+0000,"The 20,000 or so known proteins in each human body might soon be used as an early warning system for disease.","The 20,000 or so known proteins in each human body might soon be used as an early warning system for disease.",Proteomics Might Have Saved My Mother’s Life. And It May Yet Save Mine.,,
2018-11-19T10:00:02+0000,"As she prepares to lead the House of Representatives again, the most powerful Democrat in Washington will have to navigate between a rampaging president and her colleagues’ plans for fighting back.","As she prepares to lead the House of Representatives again, the most powerful Democrat in Washington will have to navigate between a rampaging president and her colleagues’ plans for fighting back.",Nancy Pelosi’s Last Battle,Nancy Pelosi’s Last Battle,
2018-11-11T05:30:00+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2019-02-13T10:00:04+0000,Computer programming once had much better gender balance than it does today. What went wrong?,Computer programming once had much better gender balance than it does today. What went wrong?,The Secret History of Women in Coding,The Secret History of Women In Coding,
2019-02-05T10:00:04+0000,"When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","He Played by the Rules of Putin’s Russia, Until He Didn’t: The Story of a Murder",The Life and Death of Denis Voronenkov,
2018-11-06T14:54:21+0000,See full results and maps from the Massachusetts midterm elections.,See full results and maps from the Massachusetts midterm elections.,Massachusetts Election Results,,
2018-12-01T04:57:27+0000,"Mr. Bush, a Republican, was a transitional figure in the White House, where he served from 1989 to 1993. He was the last of the World War II generation to occupy the Oval Office.","Mr. Bush, a Republican, was a transitional figure in the White House, where he served from 1989 to 1993. He was the last of the World War II generation to occupy the Oval Office.","George Bush, Who Steered Nation in Tumultuous Times, Is Dead at 94",A Genial President Who Guided the Nation,
2019-03-07T05:11:30+0000,"Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.","Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.",The Top 25 Songs That Matter Right Now,,
2018-10-09T20:09:14+0000,A town and a country struggle to make a comeback from a shortage of skilled workers and a plunge into widespread opioid abuse.,A town and a country struggle to make a comeback from a shortage of skilled workers and a plunge into widespread opioid abuse.,Retraining Workers for New Jobs and New Lives After Prison and Addiction,Preparing for Work After Prison,
2019-01-27T01:00:06+0000,"With 5G networks about to remake the internet, the Trump administration fears decisions made in the next six months on China’s role will resonate for decades.","With 5G networks about to remake the internet, the Trump administration fears decisions made in the next six months on China’s role will resonate for decades.","In 5G Race With China, U.S. Pushes Allies to Fight Huawei",U.S. Scrambles to Outrun China in New Arms Race,
2018-11-18T11:00:01+0000,The West was sure the Chinese approach would not work. It just had to wait. It’s still waiting.,The West was sure the Chinese approach would not work. It just had to wait. It’s still waiting.,The Land That Failed to Fail,,
2019-03-30T16:00:07+0000,"Are Kourtney, Kim, Khloé, Kendall and Kylie America’s savviest C.E.O.s?","Are Kourtney, Kim, Khloé, Kendall and Kylie America’s savviest C.E.O.s?",Keeping Up With the Kardashian Cash Flow,The Keys to Their Kingdom,
2019-03-21T09:00:08+0000,Several women said Mr. Steinhardt made sexual requests of them while they were relying on or seeking his support. He denies many of the actions attributed to him.,Several women said Mr. Steinhardt made sexual requests of them while they were relying on or seeking his support. He denies many of the actions attributed to him.,"Michael Steinhardt, a Leader in Jewish Philanthropy, Is Accused of a Pattern of Sexual Harassment",A Leading Jewish Philanthropist  Is Accused of Sexual Harassment,
2019-01-10T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,22 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-12-12T16:58:41+0000,"Ye Jianming courted the Biden family and networked with former United States security officials. Today, his empire is crashing down in court.","Ye Jianming courted the Biden family and networked with former United States security officials. Today, his empire is crashing down in court.",A Chinese Tycoon Sought Power and Influence. Washington Responded.,The Unraveling of a Push for Power and Influence,
2018-10-17T08:00:04+0000,Trust us — it makes sense when you hear how doggedly she pursued success. It’s time to find out whether the “Girls Trip” star can make it last.,Trust us — it makes sense when you hear how doggedly she pursued success. It’s time to find out whether the “Girls Trip” star can make it last.,Tiffany Haddish: ‘My Career Is a Delicious Roasted Chicken’,Open a Door: She’s Bigger Than the Room,
2018-12-06T23:16:30+0000,Experts across an array of disciplines are meeting in New Orleans at the Cities for Tomorrow conference hosted by The New York Times and the NOLA Media Group.,Experts across an array of disciplines are meeting in New Orleans at the Cities for Tomorrow conference hosted by The New York Times and the NOLA Media Group.,Exploring the Future of Our Cities,Exploring the Future of Our Cities,
2019-03-03T05:30:02+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-10-31T08:00:09+0000,"With a new movie and numerous other deals in the works, the star has come to realize Hollywood hasn’t given her her fair share. Now she’s fixing that.","With a new movie and numerous other deals in the works, the star has come to realize Hollywood hasn’t given her her fair share. Now she’s fixing that.","Jennifer Lopez on Her Power Bossness, ‘Second Act’ and A-Rod",Taking It Not So Easy With J. Lo Inc.,
2019-03-19T17:35:48+0000,"Fifty people were killed when a gunman stormed two mosques in Christchurch, New Zealand, and opened fire on worshippers. Among the dead were students, athletes, engineers and an aspiring pilot.","Fifty people were killed when a gunman stormed two mosques in Christchurch, New Zealand, and opened fire on worshippers. Among the dead were students, athletes, engineers and an aspiring pilot.",The New Zealand Shooting Victims Spanned Generations and Nationalities,Portraits Emerge Of Lives Cut Short By Gunman’s Hate,
2018-10-08T09:00:11+0000,"The ancient Moroccan city is being reinvigorated by local entrepreneurs opening their own cafes, bars and riads, while embracing tradition.","The ancient Moroccan city is being reinvigorated by local entrepreneurs opening their own cafes, bars and riads, while embracing tradition.",A New Taste of Marrakesh,A New Taste of Marrakesh,
2018-12-04T15:55:57+0000,"From quantum physics to hybrid rice, Chinese scientists are helping to shape the future. ","From quantum physics to hybrid rice, Chinese scientists are helping to shape the future. ",Chinese Scientists Push the Technology Boundaries to Aid the World,,
2019-02-27T15:44:42+0000,"Michael Cohen, President Trump’s former lawyer, called him a conman and a cheat and provided financial documents about his business practices.","Michael Cohen, President Trump’s former lawyer, called him a conman and a cheat and provided financial documents about his business practices.",Full Transcript: Michael Cohen’s Opening Statement to Congress,Full Transcript: Michael Cohen’s Opening Statement to Congress,
2019-03-30T18:49:04+0000,The City of David is being unearthed on land that much of the world does not believe belongs to Israel.,The City of David is being unearthed on land that much of the world does not believe belongs to Israel.,Can an Archaeological Dig Change the Future of Jerusalem?,,
2018-11-26T21:57:16+0000,Goh hails results of reform and opening up.,Goh hails results of reform and opening up.,"‘China Has Done Everything Right,’ Says Former Singaporean Prime Minister",,
2018-11-15T10:00:10+0000,"The Putian network of 8,000 facilities, which expanded rapidly with little government oversight, is facing national outrage and scrutiny over a death and fraud allegations.","The Putian network of 8,000 facilities, which expanded rapidly with little government oversight, is facing national outrage and scrutiny over a death and fraud allegations.","Scandals Catch Up to Private Chinese Hospitals, After Fortunes Are Made",Scandal and  Fortune in China’s  Hospitals,
2018-11-14T05:07:08+0000,"Thanks to genetically engineered pigs, the donor-organ shortage could soon be a thing of the past.","Thanks to genetically engineered pigs, the donor-organ shortage could soon be a thing of the past.",20 Americans Die Each Day Waiting for Organs. Can Pigs Save Them?,,
2018-12-20T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,25 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-10-28T17:26:28+0000,"This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","This district backed Barack Obama twice by double digits, then Donald J. Trump won it by four points.","Midterm Election Poll: Iowa’s 1st District, Blum vs. Finkenauer",,
2018-12-06T22:00:05+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,26 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-03-26T09:00:10+0000,The Washington-based literary agency Javelin has mastered the art of the Trump tell-all book — and come up with a blueprint for how to get out of the administration in one piece.,The Washington-based literary agency Javelin has mastered the art of the Trump tell-all book — and come up with a blueprint for how to get out of the administration in one piece.,How to Leave the Trump White House With a Million Dollar Parachute,The Escape Artists,
2018-10-11T16:55:19+0000,It’s a traditionally G.O.P.-friendly district -- Mr. Trump won it by 10 points -- but college-educated suburban voters here have recently been edging toward Democrats.,It’s a traditionally G.O.P.-friendly district -- Mr. Trump won it by 10 points -- but college-educated suburban voters here have recently been edging toward Democrats.,"Midterm Election Poll: Arizona’s 6th District, Schweikert vs. Malik",,
2019-01-03T22:00:03+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,30 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-11-15T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,27 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-12-20T15:51:26+0000,Who is the rightful inventor of the blockbuster swimsuit known as the Kiini?,Who is the rightful inventor of the blockbuster swimsuit known as the Kiini?,"The Itsy-Bitsy, Teenie-Weenie, Very Litigious Bikini","The  Itsy-Bitsy,  Teenie-Weenie,  Very  Litigious  Bikini",
2018-12-13T22:00:06+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,28 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-07T12:00:01+0000,These women want the right to compete in big-wave contests — and get paid as much as men do.,These women want the right to compete in big-wave contests — and get paid as much as men do.,The Fight for Gender Equality in One of the Most Dangerous Sports on Earth,,
2018-12-02T08:00:13+0000,The founder of Southwest Key made millions from housing migrant children. His nonprofit has stockpiled taxpayer dollars and possibly engaged in self-dealing with top executives.,The founder of Southwest Key made millions from housing migrant children. His nonprofit has stockpiled taxpayer dollars and possibly engaged in self-dealing with top executives.,"He’s Built an Empire, With Detained Migrant Children as the Bricks",Migrant Youths Get Detention. He Gets Richer.,
2018-11-29T22:00:05+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,27 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-11-22T21:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,28 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-12-27T22:00:08+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,31 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-11-03T19:02:56+0000,Punishment of banks and big companies accused of malfeasance has declined precipitously since the Obama era.,Punishment of banks and big companies accused of malfeasance has declined precipitously since the Obama era.,Trump Administration Spares Corporate Wrongdoers Billions in Penalties,Corporate Wrongdoers Get Break Under Trump,
2019-01-23T16:15:48+0000,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?,Over 100 Times articles and essays from across sections — and ideas for how to use them in a school setting. What would you add?,"Empathy and Resilience, Responsibility and Self-Care: Resources for Social and Emotional Learning From The New York Times",,
2019-01-31T10:00:02+0000,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,Asghar Farhadi’s films fill theaters in a country where taking sides can be dangerous. They’ve also captivated Hollywood.,How Iran’s Greatest Director Makes Art of Moral Ambiguity,The Universalist,
2018-12-30T07:59:08+0000,"When an Israeli soldier killed Rouzan al-Najjar, Palestinians called her an innocent martyr. Israel portrayed her as a threat. The truth is more complicated.","When an Israeli soldier killed Rouzan al-Najjar, Palestinians called her an innocent martyr. Israel portrayed her as a threat. The truth is more complicated.","A Day, a Life: When a Medic Was Killed in Gaza, Was It an Accident?","A Conflict, and a Life, Laid Bare by a Bullet",
2018-10-18T19:25:43+0000,We pair Kafka’s timeless novella with a piece from The Upshot to explore the extent to which our relationships make us human.,We pair Kafka’s timeless novella with a piece from The Upshot to explore the extent to which our relationships make us human.,Text to Text | ‘The Metamorphosis’ and ‘How Social Isolation Is Killing Us’,Text to Text | ‘The Metamorphosis’ and ‘How Social Isolation Is Killing Us’,
2019-02-12T10:00:03+0000,Two European entrepreneurs want to remove carbon from the air at prices cheap enough to matter.,Two European entrepreneurs want to remove carbon from the air at prices cheap enough to matter.,The Tiny Swiss Company That Thinks It Can Help Stop Climate Change,The Carbon Chase,
2019-01-29T10:00:04+0000,"After decades of resistance to sports gambling, team owners and state officials are laying the groundwork for it — with potentially huge implications.","After decades of resistance to sports gambling, team owners and state officials are laying the groundwork for it — with potentially huge implications.","Will Sports Betting Transform How Games Are Watched, and Even Played?",Bet on It,
2018-11-15T05:03:27+0000,"The 20,000 or so known proteins in each human body might soon be used as an early warning system for disease.","The 20,000 or so known proteins in each human body might soon be used as an early warning system for disease.",Proteomics Might Have Saved My Mother’s Life. And It May Yet Save Mine.,,
2018-11-19T10:00:02+0000,"As she prepares to lead the House of Representatives again, the most powerful Democrat in Washington will have to navigate between a rampaging president and her colleagues’ plans for fighting back.","As she prepares to lead the House of Representatives again, the most powerful Democrat in Washington will have to navigate between a rampaging president and her colleagues’ plans for fighting back.",Nancy Pelosi’s Last Battle,Nancy Pelosi’s Last Battle,
2018-11-11T05:30:00+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-10-28T04:30:00+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2019-02-13T10:00:04+0000,Computer programming once had much better gender balance than it does today. What went wrong?,Computer programming once had much better gender balance than it does today. What went wrong?,The Secret History of Women in Coding,The Secret History of Women In Coding,
2019-02-05T10:00:04+0000,"When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","When the Russian politician Denis Voronenkov was gunned down in Ukraine, officials blamed the Kremlin. The truth was more complicated.","He Played by the Rules of Putin’s Russia, Until He Didn’t: The Story of a Murder",The Life and Death of Denis Voronenkov,
2018-10-10T09:00:07+0000,"Family separations, multibillion-dollar border-wall schemes, unleashed ICE officers —the Trump presidency has taught the Democrats what they stand against.  Now they have to figure out what they stand for.","Family separations, multibillion-dollar border-wall schemes, unleashed ICE officers —the Trump presidency has taught the Democrats what they stand against.  Now they have to figure out what they stand for.",The Democrats Have an Immigration Problem,The Democrats Have an Immigration Problem,
2018-10-21T16:15:02+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-11-06T14:54:21+0000,See full results and maps from the Massachusetts midterm elections.,See full results and maps from the Massachusetts midterm elections.,Massachusetts Election Results,,
2018-12-01T04:57:27+0000,"Mr. Bush, a Republican, was a transitional figure in the White House, where he served from 1989 to 1993. He was the last of the World War II generation to occupy the Oval Office.","Mr. Bush, a Republican, was a transitional figure in the White House, where he served from 1989 to 1993. He was the last of the World War II generation to occupy the Oval Office.","George Bush, Who Steered Nation in Tumultuous Times, Is Dead at 94",A Genial President Who Guided the Nation,
2019-03-07T05:11:30+0000,"Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.","Listen to music — from the blockbuster hits, critical darlings and conversation pieces of the moment — few of which take a direct route to the usual joys of pop.",The Top 25 Songs That Matter Right Now,,
2018-10-11T20:48:22+0000,"She moved to Flushing, Queens, with dreams of success and citizenship. Now she was crumpled outside a massage parlor on 40th Road, her blood pooling on the pavement she had so often worked.","She moved to Flushing, Queens, with dreams of success and citizenship. Now she was crumpled outside a massage parlor on 40th Road, her blood pooling on the pavement she had so often worked.",The Case of Jane Doe Ponytail,,
2019-02-01T00:28:15+0000,The ragtime master Scott Joplin and the blues singer Gladys Bentley are among many black men and women whose deaths The New York Times overlooked — until now.,The ragtime master Scott Joplin and the blues singer Gladys Bentley are among many black men and women whose deaths The New York Times overlooked — until now.,"For Black History Month, Remarkable Women and Men We Overlooked Since 1851",,
2019-02-01T00:28:50+0000,"Part artist, part businessman and all charisma, Hair started a movement that would allow African-American artists to make a living in the South.","Part artist, part businessman and all charisma, Hair started a movement that would allow African-American artists to make a living in the South.","Alfred Hair, Whose Collective Created a Path for Black Artists",,
2019-02-01T00:28:35+0000,"Born into slavery, Mary Ellen Pleasant became a Gold Rush-era millionaire, defying conventions of what a black woman could be in the 19th century.","Born into slavery, Mary Ellen Pleasant became a Gold Rush-era millionaire, defying conventions of what a black woman could be in the 19th century.",The Many Chapters of Mary Ellen Pleasant,,
2019-01-31T22:00:09+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,20 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2019-02-01T00:28:58+0000,"In one soul-chilling moment, Garner committed a desperate act, raising the question: Is slavery worse than death? Her life inspired a Toni Morrison novel.","In one soul-chilling moment, Garner committed a desperate act, raising the question: Is slavery worse than death? Her life inspired a Toni Morrison novel.","Margaret Garner, a Runaway Slave Who Killed Her Own Daughter",,
2019-02-01T00:28:47+0000,"McKinney was hailed in 1929 as “an honest-to-goodness screen star,” but she couldn’t find good roles in the United States. So she carved a niche in Europe.","McKinney was hailed in 1929 as “an honest-to-goodness screen star,” but she couldn’t find good roles in the United States. So she carved a niche in Europe.","Nina Mae McKinney, Who Defied the Barriers of Race to Find Stardom",,
2019-02-01T00:28:39+0000,Micheaux’s movies gave black America something they had never seen — their loves and lives on the big screen.,Micheaux’s movies gave black America something they had never seen — their loves and lives on the big screen.,"Oscar Micheaux, Intrepid Creator of Films on Race",,
2019-02-01T00:28:24+0000,It turns out Jackie Robinson was not the first big league baseball player known to be African-American. That distinction belongs to Moses Fleetwood Walker.,It turns out Jackie Robinson was not the first big league baseball player known to be African-American. That distinction belongs to Moses Fleetwood Walker.,Moses Fleetwood Walker,,
2019-02-01T00:29:06+0000,"In her top hat and tuxedo, Bentley loosened social mores as she swept through a Harlem speakeasy, soliciting the audience for dirty lyrics.","In her top hat and tuxedo, Bentley loosened social mores as she swept through a Harlem speakeasy, soliciting the audience for dirty lyrics.","Gladys Bentley, Gender-Bending Blues Performer and ’20s Harlem Royalty",,
2019-02-01T00:29:02+0000,"Scott Joplin elevated ragtime, composed one of the first African-American operas and laid the groundwork for jazz.","Scott Joplin elevated ragtime, composed one of the first African-American operas and laid the groundwork for jazz.","Scott Joplin, Ragtime Master Who Wrote ‘The Entertainer’",,
2019-02-01T00:28:43+0000,"Woods was the most prolific black inventor at the turn of the 19th century, but when he died, he was all but forgotten, buried in an unmarked grave.","Woods was the most prolific black inventor at the turn of the 19th century, but when he died, he was all but forgotten, buried in an unmarked grave.","Granville T. Woods, Inventor Known as ‘Black Edison’",,
2019-02-01T00:28:32+0000,"She had been primed, by temperament and family ties, to fight for racial equality. Her moment came on a streetcar ride to church.","She had been primed, by temperament and family ties, to fight for racial equality. Her moment came on a streetcar ride to church.","Elizabeth Jennings, Who Desegregated New York’s Trolleys",,
2019-02-01T00:28:28+0000,An African-American entrepreneur seized the chance to draw black New Yorkers from slums to a comfortable white enclave.,An African-American entrepreneur seized the chance to draw black New Yorkers from slums to a comfortable white enclave.,"Philip Payton, the Real Estate Mogul Who Made Harlem a Black Mecca",,
2018-10-05T09:00:15+0000,"Ms. Rosen, a first-term congresswoman, is running against Senator Dean Heller, one of the most endangered Republican incumbents in November. The Kavanaugh nomination is a wild card in the race.","Ms. Rosen, a first-term congresswoman, is running against Senator Dean Heller, one of the most endangered Republican incumbents in November. The Kavanaugh nomination is a wild card in the race.","Jacky Rosen Wants to Flip Nevada for Democrats. But First, Kavanaugh.",Battle to Flip Nevada Blue Includes a Wild Card (Kavanaugh),
2019-03-15T12:44:53+0000,"A charismatic pastor in New Jersey (who also calls himself a rabbi) leads a church fixated on end times. Before the apocalypse, however, he’s fitting in a trip to Mar-a-Lago.","A charismatic pastor in New Jersey (who also calls himself a rabbi) leads a church fixated on end times. Before the apocalypse, however, he’s fitting in a trip to Mar-a-Lago.",#MAGA Church: The Doomsday Prophet Who Says the Bible Predicted Trump,Preaching the Gospel  According to Trump,
2018-09-26T00:46:49+0000,"Deborah Ramirez and Judge Brett Kavanaugh came to Yale from very different backgrounds. But their college circles overlapped, and during a drinking game at a dorm party, she claims, he exposed himself to her.","Deborah Ramirez and Judge Brett Kavanaugh came to Yale from very different backgrounds. But their college circles overlapped, and during a drinking game at a dorm party, she claims, he exposed himself to her.","In a Culture of Privilege and Alcohol at Yale, Her World Converged With Kavanaugh’s",Outsider Faced Culture of Privilege and Alcohol,
2019-01-17T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,21 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-09-21T10:00:08+0000,"A bipartisan effort to revitalize the heartland, one tech job at a time.","A bipartisan effort to revitalize the heartland, one tech job at a time.",The Coders of Kentucky,Silicon Holler,
2019-02-07T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,21 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-09-07T17:07:00+0000,"They’re high in protein, low in cost, eco-friendly and tasty. And only in the West have we resisted them.","They’re high in protein, low in cost, eco-friendly and tasty. And only in the West have we resisted them.",Why Aren’t We Eating More Insects?,A Modest Proposal,
2018-09-07T17:07:00+0000,"They’re high in protein, low in cost, eco-friendly and tasty. And only in the West have we resisted them.","They’re high in protein, low in cost, eco-friendly and tasty. And only in the West have we resisted them.",Why Aren’t We Eating More Insects?,A Modest Proposal,
2019-01-27T01:00:06+0000,"With 5G networks about to remake the internet, the Trump administration fears decisions made in the next six months on China’s role will resonate for decades.","With 5G networks about to remake the internet, the Trump administration fears decisions made in the next six months on China’s role will resonate for decades.","In 5G Race With China, U.S. Pushes Allies to Fight Huawei",U.S. Scrambles to Outrun China in New Arms Race,
2018-11-18T11:00:01+0000,The West was sure the Chinese approach would not work. It just had to wait. It’s still waiting.,The West was sure the Chinese approach would not work. It just had to wait. It’s still waiting.,The Land That Failed to Fail,,
2019-03-30T16:00:07+0000,"Are Kourtney, Kim, Khloé, Kendall and Kylie America’s savviest C.E.O.s?","Are Kourtney, Kim, Khloé, Kendall and Kylie America’s savviest C.E.O.s?",Keeping Up With the Kardashian Cash Flow,The Keys to Their Kingdom,
2018-09-30T20:47:55+0000,"Panelists at the conference, hosted by The New York Times, discussed the barriers facing women as they pursue their careers.","Panelists at the conference, hosted by The New York Times, discussed the barriers facing women as they pursue their careers.",Excerpts From the New Rules Summit,From the Summit,
2019-03-21T09:00:08+0000,Several women said Mr. Steinhardt made sexual requests of them while they were relying on or seeking his support. He denies many of the actions attributed to him.,Several women said Mr. Steinhardt made sexual requests of them while they were relying on or seeking his support. He denies many of the actions attributed to him.,"Michael Steinhardt, a Leader in Jewish Philanthropy, Is Accused of a Pattern of Sexual Harassment",A Leading Jewish Philanthropist  Is Accused of Sexual Harassment,
2019-01-10T22:00:04+0000,Our guide to new art shows and some that will be closing soon.,Our guide to new art shows and some that will be closing soon.,22 Art Exhibitions to View in N.Y.C. This Weekend,Art,
2018-12-12T16:58:41+0000,"Ye Jianming courted the Biden family and networked with former United States security officials. Today, his empire is crashing down in court.","Ye Jianming courted the Biden family and networked with former United States security officials. Today, his empire is crashing down in court.",A Chinese Tycoon Sought Power and Influence. Washington Responded.,The Unraveling of a Push for Power and Influence,
2018-10-17T08:00:04+0000,Trust us — it makes sense when you hear how doggedly she pursued success. It’s time to find out whether the “Girls Trip” star can make it last.,Trust us — it makes sense when you hear how doggedly she pursued success. It’s time to find out whether the “Girls Trip” star can make it last.,Tiffany Haddish: ‘My Career Is a Delicious Roasted Chicken’,Open a Door: She’s Bigger Than the Room,
2018-12-06T23:16:30+0000,Experts across an array of disciplines are meeting in New Orleans at the Cities for Tomorrow conference hosted by The New York Times and the NOLA Media Group.,Experts across an array of disciplines are meeting in New Orleans at the Cities for Tomorrow conference hosted by The New York Times and the NOLA Media Group.,Exploring the Future of Our Cities,Exploring the Future of Our Cities,
2019-03-03T05:30:02+0000,All of the weddings right here on one handy page for you.,All of the weddings right here on one handy page for you.,This Week’s Wedding Announcements,This Week’s Wedding Announcements,
2018-10-31T08:00:09+0000,"With a new movie and numerous other deals in the works, the star has come to realize Hollywood hasn’t given her her fair share. Now she’s fixing that.","With a new movie and numerous other deals in the works, the star has come to realize Hollywood hasn’t given her her fair share. Now she’s fixing that.","Jennifer Lopez on Her Power Bossness, ‘Second Act’ and A-Rod",Taking It Not So Easy With J. Lo Inc.,
2019-03-19T17:35:48+0000,"Fifty people were killed when a gunman stormed two mosques in Christchurch, New Zealand, and opened fire on worshippers. Among the dead were students, athletes, engineers and an aspiring pilot.","Fifty people were killed when a gunman stormed two mosques in Christchurch, New Zealand, and opened fire on worshippers. Among the dead were students, athletes, engineers and an aspiring pilot.",The New Zealand Shooting Victims Spanned Generations and Nationalities,Portraits Emerge Of Lives Cut Short By Gunman’s Hate,
2018-10-08T09:00:11+0000,"The ancient Moroccan city is being reinvigorated by local entrepreneurs opening their own cafes, bars and riads, while embracing tradition.","The ancient Moroccan city is being reinvigorated by local entrepreneurs opening their own cafes, bars and riads, while embracing tradition.",A New Taste of Marrakesh,A New Taste of Marrakesh,
2018-09-24T15:08:16+0000,The turnover at major fashion houses has reached new heights in recent years. But many of those who now lack titles say they don’t regret the change.,The turnover at major fashion houses has reached new heights in recent years. But many of those who now lack titles say they don’t regret the change.,Life After the Runway,Designers Finding a Life After the Catwalk,
2018-12-04T15:55:57+0000,"From quantum physics to hybrid rice, Chinese scientists are helping to shape the future. ","From quantum physics to hybrid rice, Chinese scientists are helping to shape the future. ",Chinese Scientists Push the Technology Boundaries to Aid the World,,
2019-02-27T15:44:42+0000,"Michael Cohen, President Trump’s former lawyer, called him a conman and a cheat and provided financial documents about his business practices.","Michael Cohen, President Trump’s former lawyer, called him a conman and a cheat and provided financial documents about his business practices.",Full Transcript: Michael Cohen’s Opening Statement to Congress,Full Transcript: Michael Cohen’s Opening Statement to Congress,
2019-03-30T18:49:04+0000,The City of David is being unearthed on land that much of the world does not believe belongs to Israel.,The City of David is being unearthed on land that much of the world does not believe belongs to Israel.,Can an Archaeological Dig Change the Future of Jerusalem?,,
2018-11-26T21:57:16+0000,Goh hails results of reform and opening up.,Goh hails results of reform and opening up.,"‘China Has Done Everything Right,’ Says Former Singaporean Prime Minister",,
