Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2019-01-10T00:57:39+0000,The unusual decision to reopen the case of Alpha Natural Resources to consider possible fraud adds a Virginia judge to the list of officials scrutinizing the powerful consulting company.,The unusual decision to reopen the case of Alpha Natural Resources to consider possible fraud adds a Virginia judge to the list of officials scrutinizing the powerful consulting company.,Judge Cites ‘Serious’ Accusations Against McKinsey in Reopening Bankruptcy Case,Fraud Claim Against McKinsey Prompts Judge to Reopen Case,
2019-03-14T00:36:28+0000,The talks precede Uber’s initial public offering and may ease worries about how costly it is to develop autonomous vehicles.,The talks precede Uber’s initial public offering and may ease worries about how costly it is to develop autonomous vehicles.,SoftBank and Other Investors May Buy $1 Billion Stake in Uber’s Self-Driving Cars,Uber in Talks To Sell Stake Before I.P.O.,
2019-02-14T18:22:00+0000,"The Education Department failed to effectively manage its student loan collectors, a government audit said, increasing costs for borrowers and taxpayers.","The Education Department failed to effectively manage its student loan collectors, a government audit said, increasing costs for borrowers and taxpayers.","Student Loan Servicers’ Frequent Mistakes Went Unpunished, Audit Finds",Audit Finds Lax Management of Student Loan Servicers,
2019-03-07T16:23:30+0000,"The brand is closing its high-end line, in a move that could have ripple effects across the American fashion industry.","The brand is closing its high-end line, in a move that could have ripple effects across the American fashion industry.",Calvin Klein Says Designer Fashion Is Over,High Fashion Game Over for Calvin Klein,
2019-02-21T11:33:30+0000,"As the talks wear on, key demands could be softened in order to seal an agreement.","As the talks wear on, key demands could be softened in order to seal an agreement.",DealBook Briefing: Could Trump Cave Too Easily on a China Trade Deal?,DealBook Briefing: Could Trump Cave Too Easily on a China Trade Deal?,
2019-01-31T16:48:41+0000,The Necco factory that manufactured the classic Sweethearts conversation candy hearts shut down last year. So how are we supposed to say “Be Mine” in 2019?,The Necco factory that manufactured the classic Sweethearts conversation candy hearts shut down last year. So how are we supposed to say “Be Mine” in 2019?,"On This Valentine’s Day, There Are No New Sweethearts (Candy)",You’ll Have to Find Another Sweetheart,
2019-02-15T18:00:04+0000,"The ride-hailing giant said that excluding certain costs, its losses increased significantly in the fourth quarter of 2018.","The ride-hailing giant said that excluding certain costs, its losses increased significantly in the fourth quarter of 2018.","As Uber Prepares for I.P.O., Its Losses Pile Up","As Uber Prepares for I.P.O., Its Losses Are Mounting Fast",
2019-01-31T19:25:29+0000,"For the 220 people laid off recently at the digital publisher, a harsh reality hit this week that included a fight for better severance pay and attacks from trolls.","For the 220 people laid off recently at the digital publisher, a harsh reality hit this week that included a fight for better severance pay and attacks from trolls.",It’s Not the Stuff of a Playful BuzzFeed Quiz,It’s Hardly the Stuff of a Playful BuzzFeed Quiz,
2019-04-02T15:54:24+0000,"First a critics’ darling, then a reality star, then out of the restaurant business for more than a decade, Rocco DiSpirito is back with nuanced cooking and an interest in nutrient-rich “superfoods.”","First a critics’ darling, then a reality star, then out of the restaurant business for more than a decade, Rocco DiSpirito is back with nuanced cooking and an interest in nutrient-rich “superfoods.”","From Out of the Past, a New Chef at Standard Grill",,
2019-02-20T06:05:04+0000,Advocates in Switzerland and Britain are trying to get the skill added to a Unesco cultural heritage list.,Advocates in Switzerland and Britain are trying to get the skill added to a Unesco cultural heritage list.,Just How Endangered Is Watchmaking?,How endangered is watchmaking?,
2019-01-28T18:03:54+0000,"Forecasters, investors and policymakers lack many of the reports they rely on, just as concerns grow that the nation’s economic expansion could be ending.","Forecasters, investors and policymakers lack many of the reports they rely on, just as concerns grow that the nation’s economic expansion could be ending.","Government Shutdown Is Over, So Where Is the Economic Data?",Delayed Data Will Leave Fed Filling In the Blanks,
2019-01-30T15:53:01+0000,An attempt to preserve the home of a beloved independent bookstore points to a new way to think about saving the city’s cultural heritage.,An attempt to preserve the home of a beloved independent bookstore points to a new way to think about saving the city’s cultural heritage.,The Battle to Make the Strand a Landmark Is About More Than a Building,How Special Is the Strand?,
2019-01-30T06:12:20+0000,"Indigenous entrepreneurs say that the field is an alluring, empowering avenue to take their destiny in into their own hands.","Indigenous entrepreneurs say that the field is an alluring, empowering avenue to take their destiny in into their own hands.",‘It’s Entirely Up to Me’: Indigenous Australians Find Empowerment in Start-Ups,"For Indigenous Australians, Defining a Destiny Through Entrepreneurship",
2019-03-28T00:13:27+0000,"Mr. Malek spurred the party from its slump after 2008, helping Republicans to capture 84 governorships over the next decade.","Mr. Malek spurred the party from its slump after 2008, helping Republicans to capture 84 governorships over the next decade.","Fred Malek, 82, Republican Fund-Raiser and Presidential Adviser, Dies","Fred Malek, 82, Adviser to Presidents",
2019-02-06T23:41:12+0000,"The company has given Alfonso Cuarón’s film a significant theatrical release, but the industry has its doubts about the streaming service’s intentions.","The company has given Alfonso Cuarón’s film a significant theatrical release, but the industry has its doubts about the streaming service’s intentions.",Just Who Has Seen ‘Roma’? Netflix Offers Clues,Who Has Seen ‘Roma’? Netflix Offers Clues,
2019-02-07T13:08:02+0000,"If approved, the merger of BB&T and SunTrust would create the sixth-biggest bank in the U.S., large enough to compete against the country’s largest lenders.","If approved, the merger of BB&T and SunTrust would create the sixth-biggest bank in the U.S., large enough to compete against the country’s largest lenders.",The Financial Crisis Put a Chill on Big Bank Deals. That Ended Thursday.,"As Crisis Restraints Ease, 2 Big Banks Plan Merger",
2019-03-07T11:00:07+0000,"Concern that cars could be seriously hacked — by criminals, terrorists or even rogue governments — has prompted a new round of security efforts on the part of the auto industry.","Concern that cars could be seriously hacked — by criminals, terrorists or even rogue governments — has prompted a new round of security efforts on the part of the auto industry.",Locking More Than the Doors as Cars Become Computers on Wheels,Locking Doors Isn’t Enough. Not Even Close.,
2019-01-15T15:30:17+0000,"The company said it would increase rates for its 58 million subscribers in the United States 13 to 18 percent, its biggest increase since it started its streaming service 12 years ago.","The company said it would increase rates for its 58 million subscribers in the United States 13 to 18 percent, its biggest increase since it started its streaming service 12 years ago.",Netflix Is Raising Prices. Here’s Why.,Why Netflix’s Prices Are Going Up,
2019-03-19T21:25:51+0000,"Shopping has long represented a major opportunity for the platform. A new feature, introduced with Nike, Burberry, Zara and more, will grease the wheels by letting you buy without leaving the app.","Shopping has long represented a major opportunity for the platform. A new feature, introduced with Nike, Burberry, Zara and more, will grease the wheels by letting you buy without leaving the app.",Instagram Wants to Be Your Mall,Instagram Wants to Be Your Mall,
2019-01-11T21:40:01+0000,"Recession fears have emerged despite strong job growth, making some investors wary of stocks and looking for havens in a turbulent start to 2019.","Recession fears have emerged despite strong job growth, making some investors wary of stocks and looking for havens in a turbulent start to 2019.","After a Market Swoon, Investors Are Seeking Safety",Safety After the Swoon,
2019-03-27T13:46:46+0000,"While congressional hearings examined Boeing’s cozy relationship with regulators, the company said it was close to completing a software fix for the 737 Max models.","While congressional hearings examined Boeing’s cozy relationship with regulators, the company said it was close to completing a software fix for the 737 Max models.",Boeing and F.A.A. Hearings: Questions Focus on 737 Certification,,
2019-03-01T13:49:02+0000,We need more information.,We need more information.,Questions for Trump,Questions for Trump,
2019-02-06T01:25:32+0000,"Imaad Zuberi gave $900,000 to President Trump’s inaugural committee after backing Hillary Clinton in 2016, opening doors but also raising questions.","Imaad Zuberi gave $900,000 to President Trump’s inaugural committee after backing Hillary Clinton in 2016, opening doors but also raising questions.",Democratic Donor Who Pivoted to Trump Draws Scrutiny in Inaugural Inquiry,"Donating to Clinton and Trump, And Named in Inaugural Inquiry",
2019-03-19T02:23:53+0000,"Pacific Gas & Electric, California’s largest utility, has been responsible for wildfires in recent years that destroyed hundreds of thousands of acres. Several proved fatal.","Pacific Gas & Electric, California’s largest utility, has been responsible for wildfires in recent years that destroyed hundreds of thousands of acres. Several proved fatal.",California Wildfires: How PG&E Ignored Risks in Favor of Profits,,
2019-02-14T06:01:07+0000,"The European plane maker says it will stop deliveries in 2021 for the jet, which became less competitive as people changed the way they flew.","The European plane maker says it will stop deliveries in 2021 for the jet, which became less competitive as people changed the way they flew.","Airbus Retiring Its Jaw-Dropping Giant, the A380, in an Industry Gone Nimble",A Giant of the Airways Exits,
2019-03-19T16:00:04+0000,A host of regulatory issues have slowed the progress of drone-delivery companies but they are making some progress and lots of tests are underway.,A host of regulatory issues have slowed the progress of drone-delivery companies but they are making some progress and lots of tests are underway.,"Skies Aren’t Clogged With Drones Yet, but Don’t Rule Them Out","No Drones at Your Doorstep, but Don’t Rule Them Out Yet",
2019-03-04T19:50:01+0000,"To improve their services, travel companies are relying on tech to study customers’ habits, like whether they need photos of a destination before booking or decide mainly on price.","To improve their services, travel companies are relying on tech to study customers’ habits, like whether they need photos of a destination before booking or decide mainly on price.",A.I. Wants to Know How You Plan a Trip,Don’t Like That Room? Make a Face,
2019-04-04T21:38:48+0000,The sweep targeted an electronics repair company that officials said had knowingly hired undocumented workers.,The sweep targeted an electronics repair company that officials said had knowingly hired undocumented workers.,Immigration Authorities Arrest More Than 280 in Texas in Largest Workplace Raid in a Decade,Giant Immigration Raid Upends Texas Community,
2019-02-13T17:16:22+0000,The auto executive would be in a very different situation if he were accused of a crime in the United States.,The auto executive would be in a very different situation if he were accused of a crime in the United States.,What if Carlos Ghosn Were Charged in the U.S.?,What if Carlos Ghosn Were Charged in the U.S.?,
2019-03-28T21:52:16+0000,State lawmakers and Gov. Andrew Cuomo have agreed to ban most single-use plastic bags; counties will have the option to impose a 5-cent paper-bag fee.,State lawmakers and Gov. Andrew Cuomo have agreed to ban most single-use plastic bags; counties will have the option to impose a 5-cent paper-bag fee.,"Plastic Bags to Be Banned in New York; Second Statewide Ban, After California",New York State to Ban Plastic Bags,
2019-01-02T16:43:46+0000,The global liquor industry is pouring capital into the region. But will tourists really travel for the “whiskey experience”?,The global liquor industry is pouring capital into the region. But will tourists really travel for the “whiskey experience”?,"Led by Cult Bourbons, Distillers Dream of a ‘Napa-fication’ of Kentucky",Distillers Dream of a ‘Napa-fication’ of Kentucky,
2019-01-04T12:28:50+0000,The Chinese central bank’s move is intended to send a signal that Beijing is ready to stem a slowdown that has darkened the global outlook.,The Chinese central bank’s move is intended to send a signal that Beijing is ready to stem a slowdown that has darkened the global outlook.,China Pours $218 Billion Into the Economy as Growth Slows,China Pours $218 Billion Into the Economy as Growth Slows,
2019-04-04T11:00:01+0000,"Stephanie Wang-Breal’s fascinating documentary highlights a program in Queens that treats prostitutes as victims, not criminals.","Stephanie Wang-Breal’s fascinating documentary highlights a program in Queens that treats prostitutes as victims, not criminals.","‘Blowin’ Up’ Review: In a Queens Courtroom, Humanity Prevails",Blowin’ Up,
2019-01-22T01:24:14+0000,"Since his election, President Trump has had a big influence on Wall Street. Stocks are up 25 percent, but it has not always been a smooth ride.","Since his election, President Trump has had a big influence on Wall Street. Stocks are up 25 percent, but it has not always been a smooth ride.",Trump Loves the Stock Market. Sometimes It Loves Him Back.,,
2019-04-05T23:47:07+0000,President Trump’s Federal Reserve pick is forcing lawmakers to confront a fresh round of uncomfortable allegations of sexual misconduct against women as the 2020 campaign begins.,President Trump’s Federal Reserve pick is forcing lawmakers to confront a fresh round of uncomfortable allegations of sexual misconduct against women as the 2020 campaign begins.,Herman Cain Opens a New #MeToo Minefield for Republicans,Allegations Against Trump’s Choice for Fed Board Cause Anxiety for G.O.P.,
2019-03-26T11:00:01+0000,"As it tightens its grip, this feature from Michal Aviad captures how workplace sexual harassment slowly takes over one woman’s life.","As it tightens its grip, this feature from Michal Aviad captures how workplace sexual harassment slowly takes over one woman’s life.",‘Working Woman’ Review: Plumbing a Toxic Work Environment in Israel,"Altruism at the Office? Well, Not Really",
2019-01-30T10:00:05+0000,The window for negotiations ahead of a March 2 deadline is narrowing.,The window for negotiations ahead of a March 2 deadline is narrowing.,"Trade Talks With China Open in Washington, as Obstacles Abound",Optimism in Short Supply as Trade Talks With China Open,
2019-03-21T18:55:48+0000,"In her conservative Brahmin family in India, education was everything. That prepared her to thrive in corporate America and rise to become chief executive of PepsiCo.","In her conservative Brahmin family in India, education was everything. That prepared her to thrive in corporate America and rise to become chief executive of PepsiCo.",Indra Nooyi: ‘I’m Not Here to Tell You What to Eat’,A Onetime Nerd With a Long-Term Outlook,
2019-01-04T11:32:16+0000,The flow of distressing news this week showed more evidence of slowing growth and suggested that investors had cause for concern.,The flow of distressing news this week showed more evidence of slowing growth and suggested that investors had cause for concern.,DealBook Briefing: Slow Growth Weighs on the Markets,DealBook Briefing: Slow Growth Weighs on the Markets,
2019-02-26T08:00:10+0000,"Liquid natural gas producers from Qatar, Norway and the U.S. are in line to deliver enough fuel to keep the lights on in Poland — and to complicate relations between Russia and the U.S.","Liquid natural gas producers from Qatar, Norway and the U.S. are in line to deliver enough fuel to keep the lights on in Poland — and to complicate relations between Russia and the U.S.","Burned by Russia, Poland Turns to U.S. for Natural Gas and Energy Security",How Chilled Gas Is Easing An Icy Energy Chokehold,
2019-03-21T22:33:23+0000,Civic service as a way of life.,Civic service as a way of life.,What Rural America Has to Teach Us,What Rural America Has To Teach Us,
2019-01-16T12:03:51+0000,"Prime Minister Theresa May’s plan suffered a crushing defeat, which thrust Britain further into political chaos. She must come up with a backup proposal by Monday.","Prime Minister Theresa May’s plan suffered a crushing defeat, which thrust Britain further into political chaos. She must come up with a backup proposal by Monday.",DealBook Briefing: ‘Brexit’ Deal Fails; What’s Next for Britain?,DealBook Briefing: ‘Brexit’ Deal Fails; What’s Next for Britain?,
2019-03-08T21:25:13+0000,"The verdict in the cold case was a victory for the Manhattan district attorney’s office, whose prosecutors built a case on largely circumstantial evidence.","The verdict in the cold case was a victory for the Manhattan district attorney’s office, whose prosecutors built a case on largely circumstantial evidence.","A Coffee Shop Pioneer Was Murdered. 23 Years Later, His Wife and Her Brother Are Guilty.","23 Years After Murder, Victim’s Wife and Brother-in-Law Are Convicted",
2019-01-31T01:14:24+0000,"The company reported revenue of $32.5 billion in the last quarter, and it made a profit of almost $8.6 billion, big increases over the same period a year ago.","The company reported revenue of $32.5 billion in the last quarter, and it made a profit of almost $8.6 billion, big increases over the same period a year ago.","Releasing Earnings, Microsoft Stays in Stride, With Cloud Powering the Way",One Economic Indicator That’s Still Way Up: Microsoft,
2019-02-13T23:08:17+0000,"Less than a month into the California utility’s bankruptcy, various players are trying to shape the company’s future. Here are three big questions facing it.","Less than a month into the California utility’s bankruptcy, various players are trying to shape the company’s future. Here are three big questions facing it.",The Struggle to Control PG&E,Who’ll Get Upper Hand Deciding PG&amp;E’s Future?,
2019-03-28T21:10:25+0000,"Lyft’s I.P.O. heralds a new generation of Silicon Valley darlings on the public markets. Uber, Pinterest and Slack are expected to follow.","Lyft’s I.P.O. heralds a new generation of Silicon Valley darlings on the public markets. Uber, Pinterest and Slack are expected to follow.",Lyft Prices I.P.O. at $72 a Share,"Lyft Raises Its I.P.O. Price, Showing Wall Street Appeal",
2019-01-24T21:34:35+0000,"The California utility’s shares soared on the finding, days after it said it planned to file for bankruptcy protection because of wildfire liabilities.","The California utility’s shares soared on the finding, days after it said it planned to file for bankruptcy protection because of wildfire liabilities.",PG&E Is Cleared in Deadly Tubbs Fire of 2017,PG&amp;E Stock Climbs 75%  Once Cleared In 2017 Fire,
2019-02-04T20:26:27+0000,The direct-to-consumer testing site quietly agreed last year to help federal investigators solve rapes and murders. The arrangement was not disclosed until last week.,The direct-to-consumer testing site quietly agreed last year to help federal investigators solve rapes and murders. The arrangement was not disclosed until last week.,FamilyTreeDNA Admits to Sharing Genetic Data With F.B.I.,,
2019-02-20T15:51:25+0000,Life is short. Work is long. Now go and get some beauty rest.,Life is short. Work is long. Now go and get some beauty rest.,Everything Is Temporary,Let Us Speak of Dark Circles and Cold Spoons,
2019-02-28T19:15:32+0000,"CGTN America, which is based in Washington and available in 30 million United States households, insists it does not do Beijing’s bidding. Some people are skeptical.","CGTN America, which is based in Washington and available in 30 million United States households, insists it does not do Beijing’s bidding. Some people are skeptical.","Live From America’s Capital, a TV Station Run by China’s Communist Party",China Airs Propaganda In the U.S. on Live TV,
2019-03-31T16:44:05+0000,"As the KUWTK trailer promises, Mr. Kim Kardashian is ready to share his feelings with you.","As the KUWTK trailer promises, Mr. Kim Kardashian is ready to share his feelings with you.",‘Keeping Up With the Kardashians’ Returns With Its New Star … Kanye West?,‘Keeping Up With the Kardashians’ Returns With Its New Star … Kanye West?,
2019-01-11T15:18:43+0000,"As men leave animal agriculture for less gritty work, more ranches are being led by women — with new ideas about technology, ecology and the land.","As men leave animal agriculture for less gritty work, more ranches are being led by women — with new ideas about technology, ecology and the land.",Female Ranchers Are Reclaiming the American West,Female Ranchers Are Reclaiming the West,
2019-01-17T01:19:26+0000,"After President Trump was elected, the General Services Administration should have reviewed the legality of the lease a prime property in Washington, the agency’s inspector general said.","After President Trump was elected, the General Services Administration should have reviewed the legality of the lease a prime property in Washington, the agency’s inspector general said.","Agency Ignored Constitutional Questions About Trump Hotel Lease, Report Finds",Question On Leasing Properties Was Ignored,
2019-04-05T14:45:51+0000,"Andrew Rosen just stepped down as the chief executive of Theory, the brand he founded more than 20 years ago. He learned a few things along the way.","Andrew Rosen just stepped down as the chief executive of Theory, the brand he founded more than 20 years ago. He learned a few things along the way.",Fashion Has Become ‘Survival of the Fittest’,"At the End of a 40-Year Career, Reflections on the Changing Landscape of Fashion",
2019-03-12T23:43:26+0000,"Boeing’s chief made a personal appeal to President Trump, calling from Chicago to express his confidence in the safety of the company’s 737 Max 8 jets.","Boeing’s chief made a personal appeal to President Trump, calling from Chicago to express his confidence in the safety of the company’s 737 Max 8 jets.",U.S. Under Pressure to Cease Flights of Troubled Boeing Jet,Pressure on U.S. To Cease Flights Of Troubled Jet,
2019-03-23T14:34:08+0000,The move by Italy to join China’s “One Belt One Road” project crystallized shifting geopolitical balances and the populist Italian government’s willingness to break with its traditional partners.,The move by Italy to join China’s “One Belt One Road” project crystallized shifting geopolitical balances and the populist Italian government’s willingness to break with its traditional partners.,"Defying Allies, Italy Signs On to New Silk Road With China","Defying Allies, Italy Joins China’s New Silk Road",
2019-02-09T15:00:04+0000,"Believe it or not, the practice of contacting the recently bereaved about their property has a long history in real estate. And it can be a good thing.","Believe it or not, the practice of contacting the recently bereaved about their property has a long history in real estate. And it can be a good thing.",Why Are Real Estate Brokers Contacting Me After My Spouse Died?,Why Are Brokers Contacting Me  So Soon After My Spouse Died?,
2019-04-03T21:06:21+0000,"Oleg V. Deripaska, a Russian billionaire, did not cooperate with the special counsel investigation but praised its results.","Oleg V. Deripaska, a Russian billionaire, did not cooperate with the special counsel investigation but praised its results.","Praise for the Mueller Report, From an Unlikely Source: Oleg Deripaska","Praise for the Mueller Report, From an Unlikely Source: Oleg Deripaska",
2019-02-04T18:19:04+0000,"The economy has been fairly strong, but economists are nearly unanimous in concluding that President Trump’s economic policies are destructive.","The economy has been fairly strong, but economists are nearly unanimous in concluding that President Trump’s economic policies are destructive.","An A- for the U.S. Economy, but Failing Grades for Trump’s Policies",One A-Minus and Then Some Poor Grades,
2019-03-08T00:00:40+0000,China’s WeChat messaging app offers clues as to how Facebook may carry out its shift toward private messaging. But whether Facebook can pull the change off is another question.,China’s WeChat messaging app offers clues as to how Facebook may carry out its shift toward private messaging. But whether Facebook can pull the change off is another question.,Mark Zuckerberg Wants Facebook to Emulate WeChat. Can It?,WeChat  Shows Facebook Another Way,
2019-02-28T05:01:05+0000,"No more “Enemies of the People” headlines under Geordie Greig, the Eton- and Oxford-educated editor of the pugnacious Daily Mail.","No more “Enemies of the People” headlines under Geordie Greig, the Eton- and Oxford-educated editor of the pugnacious Daily Mail.","A New Editor, and a New Take on Brexit, for a Brawny London Tabloid",Rabid for Brexit; Now Restrained,
2019-02-18T10:00:02+0000,The number of lawsuits nationwide nearly tripled in 2018. Is it an overdue move for the rights of the disabled or a way for lawyers to make a quick buck?,The number of lawsuits nationwide nearly tripled in 2018. Is it an overdue move for the rights of the disabled or a way for lawyers to make a quick buck?,Galleries From A to Z Sued Over Websites the Blind Can’t Use,Galleries Face Suits Over Blind Web Access,
2019-03-20T16:21:18+0000,Nonmonogamous coupling — and “thruppling” — has been lubricated by the internet.,Nonmonogamous coupling — and “thruppling” — has been lubricated by the internet.,"A Dating App for Three, Plus","A Dating App for Three, Plus",
2019-01-02T11:24:11+0000,Wall Street’s top stock pickers are expecting gains this year. But those forecasts could be upended.,Wall Street’s top stock pickers are expecting gains this year. But those forecasts could be upended.,DealBook Briefing: What Could Go Wrong in 2019? Plenty,DealBook Briefing: What Could Go Wrong in 2019? Plenty,
2019-01-15T23:53:48+0000,"Andrea Orcel, Europe’s most famous investment banker, was poised to become the new chief executive of Santander. But the bank refused to pay him compensation earned at his previous post.","Andrea Orcel, Europe’s most famous investment banker, was poised to become the new chief executive of Santander. But the bank refused to pay him compensation earned at his previous post.","Expecting a Huge Payout, Investment Banker Loses His New Job Instead"," Expecting Big Paycheck, A Banker Is Out of a Job",
2019-01-14T11:34:44+0000,"MNG Enterprises, the owner of one of the largest newspaper businesses in the country, made a takeover offer for Gannett. But it has been rebuffed before.","MNG Enterprises, the owner of one of the largest newspaper businesses in the country, made a takeover offer for Gannett. But it has been rebuffed before.",DealBook Briefing: A Rival Makes a Bid for Gannett,DealBook Briefing: A Rival Makes a Bid for Gannett,
2019-02-19T22:38:30+0000,"Several athletic shoe companies have opened dazzling headquarters in the Boston area, as they vie for the most creative shoe and apparel designers.","Several athletic shoe companies have opened dazzling headquarters in the Boston area, as they vie for the most creative shoe and apparel designers.",Boston’s Work Force Draws Sneaker Brands. New Offices Raise the Competition.,Athletic-Shoe Giants Find a Snug Feel in Boston,
2019-02-14T22:36:51+0000,She begged for leniency but the judge ordered that she spend 30 months in federal prison.,She begged for leniency but the judge ordered that she spend 30 months in federal prison.,The Art Dealer Mary Boone Is Sentenced to Prison for Tax Fraud,‘Queen of Art Scene’ Gets Prison Term for Tax Fraud,
2019-01-25T17:48:49+0000,"Under scrutiny for politics that some on the left view as too conservative, Mr. Bloomberg, actively weighing a presidential run in 2020, deflected criticism in a speech.","Under scrutiny for politics that some on the left view as too conservative, Mr. Bloomberg, actively weighing a presidential run in 2020, deflected criticism in a speech.",Bloomberg Rebukes Trump While Deflecting Criticism of His Own Centrist Views,Bloomberg Says He Can Unite Democrats,
2019-04-05T22:32:44+0000,"The United States’ southwest border has, in effect, been partly closed because of American staffing shortages, costing businesses millions of dollars a day, according to industry officials.","The United States’ southwest border has, in effect, been partly closed because of American staffing shortages, costing businesses millions of dollars a day, according to industry officials.",‘Catastrophic’ Delays at U.S.-Mexico Border Follow Redeployment of Agents,Major Delays at U.S.-Mexico Border Follow Redeployment of Agents,
2019-03-09T00:39:23+0000,The groups accuse the president of caving to demands and abandoning his election promise to protect his working-class supporters from the effects of globalism.,The groups accuse the president of caving to demands and abandoning his election promise to protect his working-class supporters from the effects of globalism.,Anti-Immigration Groups See Trump’s Calls for More Legal Immigrants as a Betrayal,Immigration Opponents See a Trump Betrayal,
2019-04-04T20:09:07+0000,"A Boston-based construction company, trying to expand its New York business, is helping Mayor Bill de Blasio raise money for his national political ambitions.","A Boston-based construction company, trying to expand its New York business, is helping Mayor Bill de Blasio raise money for his national political ambitions.",De Blasio Wouldn’t Say Who Was Hosting His Boston Fund-Raiser. We Found Out.,A Construction Company Is Hosting de Blasio’s Out-of-Town Fund-Raiser,
2019-01-10T11:40:22+0000,"The U.S. and China identified the issues between them, setting the stage for potential talks with top leaders from both countries.","The U.S. and China identified the issues between them, setting the stage for potential talks with top leaders from both countries.",DealBook Briefing: Progress in Talks to End the Trade War,DealBook Briefing: Progress in Talks to End the Trade War,
2019-01-01T22:00:53+0000,Four cases in December show that insider trading continues to be a focus for the Department of Justice and the S.E.C.,Four cases in December show that insider trading continues to be a focus for the Department of Justice and the S.E.C.,Insider Trading Remains a Fixture for Securities Enforcement,"If You Think Insider Trading Flies Under the Radar, Think Again",
2019-03-22T05:01:05+0000,The California architect Rosa Van Parys was looking for a way to relieve stress when she began working with gems and gold.,The California architect Rosa Van Parys was looking for a way to relieve stress when she began working with gems and gold.,From Architecture to Jewelry Design,Architecture gave her a good eye,
2019-02-13T00:50:54+0000,"Many early filers under President Trump’s tax plan are surprised that their refunds are smaller or that they owe the I.R.S., even as their tax burdens have declined.","Many early filers under President Trump’s tax plan are surprised that their refunds are smaller or that they owe the I.R.S., even as their tax burdens have declined.",Smaller Tax Refunds Surprise Those Expecting More Relief,"Craving Relief, Early Tax Filers Are Frustrated",
2019-03-15T16:37:05+0000,He and a colleague first wrote about the 100 best places to work in 1984. The list they created has appeared annually in Fortune magazine since 1998.,He and a colleague first wrote about the 100 best places to work in 1984. The list they created has appeared annually in Fortune magazine since 1998.,"Milton Moskowitz, ‘Best Companies’ List Maker, Is Dead at 91","Milton Moskowitz, Co-Creator of List Of Best Places to Work, Is Dead at 91",
2019-01-30T17:50:04+0000,"The Taiwanese company’s intent to build a $10 billion plant with 13,000 jobs was hailed by President Trump. It now sees a shift toward research.","The Taiwanese company’s intent to build a $10 billion plant with 13,000 jobs was hailed by President Trump. It now sees a shift toward research.",Foxconn Reconsidering Plans for a Wisconsin Factory Heralded by Trump,Trump Called a TV Factory Project ‘the 8th Wonder.’ It May Fizzle.,
2019-01-21T22:43:52+0000,"The show drew virtually no audience when it premiered on Lifetime in September. Now that it’s streaming, it’s a different story.","The show drew virtually no audience when it premiered on Lifetime in September. Now that it’s streaming, it’s a different story.",What Made the TV Show ‘You’ a Hit? Netflix,The Show ‘You’ Was Unloved. Enter Netflix. ,
2019-04-05T12:58:43+0000,"They won’t be leaving “bros out in the cold,” says Patagonia. Here’s how the company is thinking about its famous banker fleeces.","They won’t be leaving “bros out in the cold,” says Patagonia. Here’s how the company is thinking about its famous banker fleeces.",Are Bankers and Venture Capitalists Really Getting Fleeced by Patagonia?,Fleece Vest Maker Revises Its Mission. Bankers Freak Out.,
2019-03-04T18:23:28+0000,"From a whisky distiller to a fintech entrepreneur, meet four people who are taking old industries along entirely new paths.","From a whisky distiller to a fintech entrepreneur, meet four people who are taking old industries along entirely new paths.",How Scotland Is Innovating Its Traditions,,
2019-01-29T14:18:53+0000,The National Kaohsiung Center for the Arts has brought world-class performances to a city long derided by Taiwanese as a “cultural desert.”,The National Kaohsiung Center for the Arts has brought world-class performances to a city long derided by Taiwanese as a “cultural desert.”,"In Taiwan, an Invitation to a ‘Living Room’ for Culture","World-Class Shows, and Yoga, All Under One Roof",
2019-02-24T18:00:04+0000,A community development group writes that the influx of jobs to cities must include opportunities for the working and middle classes.,A community development group writes that the influx of jobs to cities must include opportunities for the working and middle classes.,"Jobs, Equity and Inclusion","Jobs, Equity and Inclusion",
2019-03-04T17:52:47+0000,"From a whisky distiller to a fintech entrepreneur, meet four people who are taking old industries along entirely new paths.","From a whisky distiller to a fintech entrepreneur, meet four people who are taking old industries along entirely new paths.",How Scotland Is Innovating Its Traditions,,
2019-02-17T05:00:00+0000,The couple met in August 2016 while working in sales for the Brooklyn Nets.,The couple met in August 2016 while working in sales for the Brooklyn Nets.,"Alisa Friscia, Kevin Guidette","Alisa Friscia,  Kevin Guidette",
2019-02-10T20:01:03+0000,Uber and Airbnb were part of an early generation of tech start-ups that quickly reached $1 billion in value. The up-and-coming generation is looking very different.,Uber and Airbnb were part of an early generation of tech start-ups that quickly reached $1 billion in value. The up-and-coming generation is looking very different.,The Next Wave of ‘Unicorn’ Start-Ups,The Fast Evolution Of Tech ‘Unicorns’,
2019-01-20T00:03:07+0000,"“We were careful and thorough,” says Ben Smith, the site’s editor in chief, after the special counsel and President Trump himself knock down a big story.","“We were careful and thorough,” says Ben Smith, the site’s editor in chief, after the special counsel and President Trump himself knock down a big story.",BuzzFeed News Faces Scrutiny After Mueller Denies a Dramatic Trump Report,‘We Were Careful’: BuzzFeed News Faces Scrutiny After Mueller Denies Report,
